run_id,num_nodes,graph_type,weight_type,approximation_ratio_fixed_angles_constant,approximation_ratio_random,approximation_ratio_three_regular,approximation_ratio_qibpi,approximation_ratio_tqa,approximation_ratio_interp_p15,approximation_ratio_fourier_p15,algo_fixed_angles_constant,algo_fourier,algo_interp,algo_qibpi,algo_random,algo_three_regular,algo_tqa
732bd85c49144addaf0c463755ea31f5,10,Watts-Strogatz small world,exponential,0.9876189477157432,0.9914552680469262,0.9913442103459852,0.9955401725239846,0.9955532049371756,0.9965569925543252,0.982028264798005,183.0,1465.0,508.0,12.0,136.0,204.0,39.0
2766622d3e5648edafbafbdd0f967d9e,10,Watts-Strogatz small world,normal,0.9797377421566448,0.9688170605236484,0.9810551948339676,0.9898816655563732,0.988647638370674,0.976754063124421,0.6913041073317541,100000.0,100000.0,100000.0,36.0,100000.0,40.0,58.0
da79fe07473f4af19c96f0c9b7211d0c,10,Watts-Strogatz small world,uniform_plus,0.9728612167151826,0.9645383662617107,0.976624859705542,0.9751949556970616,0.9758311234268636,0.9678521828840136,0.7196079986764785,56.0,100000.0,419.0,15.0,100000.0,15.0,40.0
175f737dbb44441ab429afee703062e0,10,Watts-Strogatz small world,uniform,0.9793620754323606,0.9550887976172346,0.9904988748553744,0.9704443915237893,0.991799642438964,0.9900920847332196,0.7019254863860575,100000.0,100000.0,990.0,100000.0,100000.0,36.0,31.0
0bfef138ca2f4f1a97e50f2a103de46f,10,Watts-Strogatz small world,cauchy,0.9951612774623942,0.985999237050186,0.9906541010975768,0.9968532048524448,0.9976592703569708,0.9943588232613568,0.6905778692905123,66.0,100000.0,952.0,19.0,100000.0,128.0,35.0
8d621c66d98d42b5af8ebd90d7f2c27c,10,Watts-Strogatz small world,log-normal,0.9773180488179044,0.9540606172035198,0.9853136188403004,0.9806155544761956,0.9790835560934448,0.9816283296080446,0.7460485652904415,204.0,100000.0,1648.0,130.0,100000.0,33.0,69.0
170fb14ba5b541f8b3297e0d1d820f45,10,Watts-Strogatz small world,exponential,0.9819330216202722,0.9858425640953729,0.9818220593285004,0.9918907895666246,0.9918372343186108,0.993467585771298,0.980973441856111,100000.0,1911.0,962.0,13.0,234.0,100000.0,37.0
0a56ceda07274b70ae9763283cf4529a,10,Watts-Strogatz small world,normal,0.9838776136710984,0.9775398165859724,0.9844623361860084,0.9836543002899606,0.9852723471022384,0.980360975097331,0.7530107090020904,80.0,100000.0,777.0,14.0,117.0,14.0,28.0
195113450ead4755a32d6fc4a1789200,10,Watts-Strogatz small world,uniform_plus,0.9835852886880356,0.9821411855482648,0.9857524016513814,0.9852804415424672,0.9871278074116095,0.9853089827926484,0.7126799346641768,38.0,100000.0,236.0,11.0,164.0,16.0,32.0
bb49878ad84d4d9e8e1873cdcfd10164,10,Watts-Strogatz small world,uniform,0.993083730548462,0.9850499206522816,0.9943898957602753,0.9825890168641594,0.9915230617216088,0.9910209171575074,0.6879674908394109,78.0,100000.0,689.0,100000.0,283.0,26.0,55.0
c11d2e99747a436ab53cbe1414b8943d,10,Watts-Strogatz small world,cauchy,0.983978312369504,0.9727237499899956,0.9937976937849708,0.9922691926099808,0.9883235047703638,0.988037532979364,0.7345672939603008,285.0,100000.0,978.0,17.0,100000.0,34.0,37.0
a4311e9f362349bcb720d412b6700448,10,Watts-Strogatz small world,exponential,0.976478714580472,0.9785955562373446,0.9815152494161004,0.9861837205368204,0.9863341367377704,0.987638320214499,0.7724195996808829,100000.0,100000.0,812.0,21.0,271.0,232.0,73.0
3f78251a8f154adf9584f2e0c4ca9e06,10,Watts-Strogatz small world,uniform_plus,0.9973220689742014,0.9907740548534768,0.9975955507496272,0.9979165405868666,0.9974465484142612,0.9971747445730124,0.6123210358177771,58.0,100000.0,290.0,15.0,101.0,17.0,30.0
604f3638ad86436f9048e973716c68ad,10,Watts-Strogatz small world,normal,0.9703238233488712,0.9737248742654152,0.9913352292558124,0.9924054556927212,0.9927698065470204,0.9777776411267504,0.975018082315132,100000.0,100000.0,1103.0,17.0,100000.0,23.0,29.0
c1826803c8af4d0698987f66217ff119,10,Watts-Strogatz small world,cauchy,0.9878930631278074,0.9895223961622286,0.9967147232017868,0.9948333510191836,0.995211079577144,0.9945309976935872,0.9751727628502156,143.0,1734.0,610.0,16.0,189.0,30.0,45.0
